"PROJECTS FILE"
"Area Code","Formtn Code","Pool Seq","Project Code","Project Name","Project Type","Proj Revns Num","Proj Doa","Proj Dga","Proj Eff Date","Proj Apprvl Date","Proj Term Date","Proj Area","PE Num"
"5420","2600","B","02","PETRO-CAN PROJECT","GEPG","","","70.1","19770804","19770804","","94-I-14 Block G - Units 71, 81, 91               Block H - Units 56-59, 66-69, 76-80, 86-90, 98-100               Block I - Units 8-10               Block J - Unit 1.","0080"
"5600","4150","A","03","AMOCO UNIT #1","GEPG","","","","19660101","19660101","","94-G-8 Block A - Units 71, 81, 91-95               Block H - Units 1-5, 11-15, 21-25, 31-37, 41-47, 51-53, 61-63, 71, 81, 91-93               Block I - Units 1-3 94-H-5 Block D - Units 80, 90, 100               Block E - Units 10, 20, 30, 40, 50, 60, 70, 80, 90, 100               Block L - Unit  10.","0086"
"6030","8600","A","02","PROGRESS PROJECT","GEPG","","","","19991006","19991006","","94-J-11 Block H - Units 54-57, 64-67, 74-77, 84-87.","0340"
"6140","4800","U","02","AEC PROJECT","GEPG","1","","","20010321","20010321","","Twp 81 Rge 22 - Sec 16-18, 20 and 21.","0379"
"6230","4520","B","02","APACHE PROJECT","GEPO","","10","8","19970625","19970625","","Twp 87 Rge 18 - Sect 23.","0264"
"6230","4800","E","02","WAINOCO PROJECT","CONC","","21.8","13","19960703","19960703","","Twp 87 Rge18 - SW/4 Sect 12.","0242"
"6460","4100","C","04","PENGROWTH PROJECT #2","GEPG","","","60","20030930","20030930","","Twp 86 Rge 18 - Sect 32","1068"
"6460","4520","C","03","PENGROWTH PROJECT","PMWF","4","150.8","","20030203","20001024","","Twp 85 Rge 18 - NW/4 Sec 26, Sec 27, Sec 34 and Sec 35  Twp 86 Rge 18 - Sec 2, Sec 3, SE/4 Sec 10, Sec 11, Sec 12, W/2 Sec 13 and Sec 14.","0366"
"6500","4800","K","02","PROGRESS PROJECT","GEPO","","47.8","","20050729","20050729","","094-A-15: Block G - units 78, 87 and 88.","1219"
"6800","4800","R","10","CNRL PROJECT","CONC","","30","14","19951116","19951116","","94-A-15 Block I - Units 54, 55, 63, 64 & 65.","0232"
"6800","4800"," ","11","CNRL GASCAP PROJECT","CONC","1","","75","19980408","19990420","","94-A-15 Block H - Units 94 - 99                 Block I - Units 4 - 9, 16 - 20, 26 - 30, 40 , 50                 Block J - Units 11, 21, 31, 41.","0295"
"6800","4800"," ","12","CNRL PROJECT #2","CONC","","10","15","19990122","19990122","","94-A-15 Block H - Unit 71.","0312"
"7600","2900","B","05","NCE PROJECT #2","CONC","","7.3","","19690901","19690901","","Twp 87 Rge 17 - Sect 31.","0153"
"7660","4990","A","03","BURLINGTON PROJECT","GEPG","1","","","20040224","20040224","","94-H-9:  Block G - units 91-95 Block H - units 98-100 Block I -units 8-10 Block J - units 1-5, 14, 15, 24, 25, 34-39, 44-49, 52-60, 62-70, 72-75, 82-85 Block K- 51-53, 61-63, 72, 73, 82, 83, 96, 97 94-H-16: Block C - units 6 and 7.","1101"
"7660","4990","E","03","BURLINGTON PROJECT","GEPG","","","","20030127","20030127","","94-H-16 Block G - Unit 91                 Block H - Units 56-59, 66-69, 74-79, 84-89, 94-100                 Block I - Units 4-10, 16-20, 26-30, 38-40, 48-50, 58-60, 68-70                 Block J - Units 1, 11, 21, 31, 41, 51 and 61.","1023"
"7745","4520","A","03","IMPERIAL PROJECT","CONC","","","56.4","20020614","20020614","","Twp 80 Rge 19  - N/2 Sect 26, Sect 35, NW/4 Sect 36 Twp 81 Rge 19 - Sect 1, Sect 2.","1000"
"7900","4580","C","03","ENCAL PROJECT","PMWF","7","","","20010318","20010314","","Twp 87 Rge 19 - NW/4 Sec 30 and Sec 31 Twp 87 Rge 20 - SE/4 and N/2 Sec 25, NE/4 Sec 26, Sec 35 and Sec 36 Twp 88 Rge 19 - Sec 6 Twp 88 Rge 20 - Sec 1 and S/2 & NE/4 Sec 2.","0377"
"8000","4520","J","02","WAINOCO PROJECT","CONC","","10","15","19960219","19960219","","Twp 86 Rge 19 - SE/4 Sect 29.","0235"
"8000","4580","E","02","PETRO CANADA PROJECT","CONC","","30","10","19950929","19950929","","Twp 85 Rge 19 - NE/4 Sect 36.","0229"
"8100","4900","E","04","REMINGTON PROJECT","CONC","2","","","19970919","19970919","","Twp 87 Rge 21 - SE/4 & N/2 Sec 20, Sec 21, W/2 Sec 28, Sec 29, Sec 30 and Sec 31  Twp 88 Rge 21 - SW/4 Sec 6 Twp 87 Rge 22 - E/2 Sec 25 and Sec 36 Twp 88 Rge 22 - SE/4 Sec 1.","0273"
"8260","2700","A","02","PETRO-CAN PROJECT","CONC","","","221.9","19900412","19900412","","94-H-6 Block C - Units 34-39, 44-49, 54-60, 64-70, 76-79, 86-89               Block D - Units 51, 61.","0173"
"8300","2700","A","02","CNRL PROJECT","GEPG","","","","20030612","20030612","","94-A-15 Block J - Units 94, 95 94-H-2 Block B - Units 4, 5.","1045"
"8900","4610","A","02","CNRL PROJECT","CONC","1","0","20","19980723","19980723","","94-H-7 Block E - Units 76, 77, 86 and 87.","0303"
"9022","5000","A","64","NORTHERN MONTNEY OIL WELLS","GEPO","","","","","","","",""
"2000","4535","A","04","PRIMEWEST PROJECT #1","PMWF","8","782.1","","19641001","19640722","","Twp 85 Rge 14 - S/2 sect 22, sect 26, N/2 sect 34, sec35 Twp 86 Rge 14 - sect 2, S/2 sect 3, E/2 sect 11 and E/2 sect 14.","0001"
"6140","5000","C","02","DEVON PROJECT","GEPG","","","","20080422","20080422","20100105","Twp 82 Rge 20 W6M - Sections 29 and 30.","1417"
"9021","5000","A","13","CREW PROJECT #2","GEPG","4","","","20080530","20080530","","Twp 81 Rge 20 W6M - Sect 33, 34 Twp 82 Rge 19 W6M - Sect 6, 7, 18, 31, 33 Twp 82 Rge 20 W6M - Sect 3, 4, 10 - 13, 24, 26, 28, 33-35 Twp 83 Rge 19 W6M - Sect 3, 6-9 Twp 83 Rge 20 W6M - Sect 1 and 2. ","1476"
"6800","2700","G","02","CNRL PROJECT","GEPG","","","","20041122","20041122","","94-A-15:  Block A - unit 91               Block H - units 1, 11-15, 21-25 94-A-16:  Block D - unit  100               Block E - units 10, 20 and 30.","1160"
"9000","8285"," ","31","EOG SHALE PROJECT #4","EXP","","","","","20090915","20100910","94-O-10  Block E - units 31, 41               Block F - units 38-40 and 48-50.","1513"
"9021","5000","A","37","PETROBANK PROJECT #1","GEPG","","","","20090930","20090930","","Twp 82 Rge 19 W6M - 	 Sections 19, 20, 29, 30, 32 Twp 82 Rge 20 W6M - 	 Sections 9, 14, 15, 22, 23, 25, 36 Twp 83 Rge 19 W6M - 	 Sections 4, 5. ","1514"
"4650","2600","A","03","WASCANA GASCAP PROJECT","GEPG","1","","90","19990927","19990927","20120711","94-I-9 Block G - Unit 91             Block H - Units 76-79, 86-89, 92-100             Block I - Units 2-10, 12-20, 22-30, 32-37, 42-47             Block J - Units 1, 11, 21.","0339"
"4780","2515","K","02","CONOCO PROJECT #1","GEPG","","","","20110112","20110112","","NTS 93-I-16  Block H  Units 16, 17, 26, and 27.","1595"
"6430","2500"," ","02","CANHUNTER PROJECT","GEPG","2","","","19880803","19880804","20050207","93-P-1 Block E - Units 31-37, 41-47, 51-60, 61-70, 71-80, 81-90, 91-100               Block F - Units 36-40, 46-50, 58-60, 68-70, 78-80, 88-90, 98-100               Block K - Units 8-10               Block L - Units 1-10, 12-20, 22-30, 32-40, 42-50, 52-60, 62-70, 72-80, 82-90, 92-100 93-P-2 Block H - Units 51, 61, 71-73, 81-83, 91-93               Block I - Units 1-3, 11, 21, 31, 41, 51-60, 61-70, 71-80, 81-90, 91-100               Block J - Units 51-59, 61-69, 71-73, 81-83, 91-93 93-P-7 Block A - Units 1-10, 11-15, 21-25, 31-35, 41-45, 51-53, 61-63               Block B - Units 1-3 93-P-8 Block D - Units 2-10, 14-17, 20, 24-27, 30, 34-40, 44-50, 54-60, 64-70.",""
"4700","8200","A","06","HIGH POINT PROJECT #2","GEPG","","","","20030509","20030509","","94-P-7 Block B - Unit 100               Block C - Units 91-93               Block F - Units 1-3, 12-17, 22-27, 32-37, 42-47               Block G - Unit 10.","1040"
"4700","8200","A","14","CNRL PROJECT #7","GEPG","","","","20040331","20040331","20050926","94-P-10  Block G - Units 71-75, 81-85                  Block H - Units 80 and 90.","1116"
"0800","2600","F","02","CNRL PROJECT","GEPG","","","","20060529","20060529","","94-G-1 Block F - units 51, 61            Block G - units 38, 39, 48, 49, 58-60 and 68-70.","1289"
"9000","1725"," ","04","BURLINGTON CBM EXPERIMENTAL #2","EXP","","","","20021125","20021125","","93-I-15 Block B - Units 14-17, 24-27, 34-37, 44-47, 54-57 and 64-67.","1019"
"3380","2630","A","05","BURLINGTON PROJECT #4","GEPG","","","","20040301","20040301","20050228","94-H-9  Block K - Units 76, 77, 86 and 87.","1110"
"7750","4800","B","02","DEVON PROJECT","GEPG","","","","20070907","20070907","","081-18 W6M - section 28","1380"
"1400","4800","B","03","SUNCOR PROJECT","GEPG","1","","","20030530","20030530","20080421","94-A-13: Block D - units 32-35, 42-45, 54-57, 64-67, 74, 75, 84 and 85.","1042"
"8130","4520","D","03","DUVERNAY PROJECT","PMGI","6","","141","20000104","19991224","20060516","Twp 81 Rge 18 - Sect 3, 4 and 10.","0350"
"7250","2400","B","02","SILVERWING PROJECT","GEPG","","","","20060823","20060823","","094-A-15: Block L - units 52-57, 62-67, 72-77, 82-87, 92, and 93 094-H-02: Block D - units 2 and 3.","1302"
"8200","4800","E","02","GALLEON PROJECT","GEPG","","","","20090617","20090617","","Twp 83 Rge 15 W6M	Sections 30, 31","1500"
"9000","8285"," ","21","EOG SHALE PROJECT #2","EXP","","","","20080224","20081110","20100910","94-O-10 Block B - units 96, 97 Block G - units 6 and 7.","1456"
"9045","8295"," ","09","IMPERIAL SHALE GAS PROJECT #2","GEPG","","","","20110207","20110207","","NTS 94-O-02  Block H  Units 94-97 NTS 94-O-02  Block I    Units 4-7, 16, 17, 26, 27 ","1604"
"5160","8200"," ","02","HUSKY PROJECT","GEPG","","","","20050331","20050331","","94-I-2  Block D - units 78-80, 88-90, 98-100             Block E - units 8-10  94-I-3  Block A - units 71, 81, 91              Block H - unit 1. ","1190"
"9021","5000","A","10","DUVERNAY PROJECT #4","GEPG","1","","","20080207","20080207","","	T78-R19 W6M: sections 20-22, 27-29, 31-33 	T79-R19 W6M: sections 3-5, 7-9.  ","1411"
"9030","2800","A","07","BURLINGTON PROJECT #3","GEPG","1","","","20041110","20041110","","93-P-7:   Block I  - unit 100              Block J - units 91 93-P-10: Block A - units 10, 20, 30, 40, 50, 60, 70   	      Block B - units 1, 11-19, 21-29, 31, 34, 35, 41, 44, 45, 51-53 and 61-63. ","1233"
"0320","5000","B","04","TALISMAN PROJECT #2","GEPG","","","","20100423","20100423","20111102","94-B-1  Block J	Units 52-59, 62-69, 74-79, 84-89, 94-99 94-B-8  Block B	Units 4-9, 16-19, 26-29, 38, 39, 48, 49 ","1542"
"9000","8285"," ","03","APACHE SHALE PROJECT #2","EXP","1","","","20060515","20060515","","94-P-12 Block E - units 18, 19, 28 and 29.","1323"
"3465","8200","A","02","ENCANA PROJECT","GEPG","2","","","20080117","20080117","","Amend #2 - Dec 1/14  94-I-04	Block D -	Units 52 - 57, 62 - 67, 72 - 77, 82 - 87, 92 ? 100 		Block E -	Units 2-70, 72-80, 82-90, 92-100 		Block F -	Units 20, 30, 40, 50, 60, 70 		Block L -	Units 2-10, 16-20, 26-30, 36-40, 46-50, 54-60, 64-70, 74-80, 84-90, 96-100  94-I-05	Block D -	Units 6-10, 16-20, 26-30, 36 - 39, 46 - 49, 56 - 59, 66 - 69  94-J-01	Block A -	Units 91-93 		Block H -	Units 1-3, 11-13, 21-23, 31-33, 41-43, 51-53, 61-63, 71-73, 81-83, 91 		Block I -	Units 1, 11, 21, 31, 41, 51, 61, 71, 81, 91  94-J-08	Block A - Units 1, 11 and 21. ","1405"
"6600","5000","A","02","STORM PROJECT","GEPG","","","","20071004","20071004","20080903","Twp 80 Rge16 W6M - Sections 32-34 Twp 81 Rge 16 W6M - Sections 2-5 and 8-12.","1382"
"9000","8285"," ","07","ENCANA SHALE PROJECT #3","EXP","","","","20070321","20070321","20081217","94-O-9 Block I - units 60, 70 Block J - units 51 and 61. ","1346"
"3540","4900","C","02","ENCANA PROJECT","GEPG","2","","","20030715","20030715","","94-A-12 Block I - Units 54-57, 64-67, 72-79, 82-89, 92-97 94-A-13 Block A - Units 2-7, 14-17 and 24-27. ","1053"
"1200","2900","A","02","CREW PROJECT","GEPG","","","","20071203","20071203","","Twp 87 - Rge 24 W6M - section 31.","1395"
"2940","5000","A","02","PROGRESS PROJECT #1","GEPG","1","","","20100706","20100706","","94-G-07 Block B	Units 38-40,48-50,56-60,66-70,72-80,82-90,92,93,96-100 Block C	Units 31-37,41-47,51-57,61-67,71-79,81-89,91-99 Block E	Units 11,21,51,61,71,81,91 Block F	Units 1-9,12-20,22-39,41-49,51-100 Block G	2,3,6-10,12-19,22-29,34-40,44-50,54-60,64-70,72-80,82-90,92-100 Block J	2-10,12-20,22-30,36-40,46-50,56-60,66-70 Block K	1-31,34-41,44-51,54-61,64-70 Block L	1,11-15,21-25,31-35,41-45,51-57,61-67 ","1549"
"2920","4100","A","02","DOMINION PROJECT","GEPG","","","","20040319","20040319","","Twp 88 Rge 22 - Sect 21, 22, 27, 28 & frac Sect 33 and 34 94-A-11 Block L - Frac units 4 - 7.","1112"
"6140","4800"," ","04","CNRL PROJECT #1","GEPG","","","","20040415","20040415","","Twp 82 Rge 21 - Sect 5 - 9, 16, 17 and 21.","1121"
"8180","8200","A","02","AEC PROJECT","GEPG","","","","20031125","20031125","","See Gunnell Creek - Jean Marie  A .","0299"
"9021","5000","A","48","TOURMALINE PROJECT #4","GEPG","","","","20100707","20100707","","Twp 80 Rge 16 W6M   Section 26.","1555"
"2960","4520","A","03","CNRL PROJECT","PMWF","","40.8","","","20010406","","Twp 84 Rge 17 - SW/4 Sec 32, N/2 Sec 32 Twp 85 Rge 17 - Sec 5.","0385"
"5110","4100","A","02","CONOCOPHILLIPS PROJECT","GEPG","","","","20060829","20060829","","94-G-2 Block H - units 12, 13, 22, and 23","1303"
"4650","2600","B","04","WASCANA PROJECT","PMWF","1","1510.5","","20000401","20001017","20070625","94-I-9  Block G - Units 2, 3, 12, 13, 22, 23, 31-35, 41-45, 51-57, 61-67, 71-77, 81-87, 91-95              Block H - Units 31-100                                                               Block I - Units 1-30              Block J - Units 1-5, 11 and 21.",""
"3430","2400","A","11","PIONEER PROJECT #4","GEPG","","","","20051115","20051115","","94-H-1:  Block J - units 38, 39, 48, 49, 58, 59, 68, 69.","1240"
"2020","4540","B","02","ITERATION  ENERGY PROJECT #1","GEPG","","","","20050819","20050819","","Twp 88 Rge 14 - Sect 4.","1223"
"1400","7710"," ","02","SUNCOR EXP SHALE PROJECT","EXP","","","","20100924","20100924","","NTS 94-A-13	Block D ' Units 36-39, 46-49, 56-59, 66-69 76-79 and 86-89.","1569"
"3430","2400","A","15","CNRL PROJECT #4","GEPG","","","","20060403","20060403","","94-H-1: Block I - units 20, 30 Block J - units 11 and 21.","1271"
"8120","5000"," ","03","ENCANA PROJECT","GEPG","","","","20080205","20080205","20080903","Twp 79 Rge 17 W6M - sections 23 - 27, 35 Twp 80 Rge 17 W6M - sections 2, 3 and 10. ","1410"
"9000","8285"," ","23","QUICKSILVER EXP PROJECT #2","EXP","","","","20090326","20090513","20110912","94-O-15  Block A - units 51-53, 61-63 94-O-16  Block D - units 60, and 70. ","1481"
"4300","4997","A","02","CNRL PROJECT #1","GEPG","2","","","20100609","20100609","20111102","94-B-8	Block J	Units 80, 90, 100 	      	Block K	Units 71, 81, 91-93 94-B-9  	Block B	Units 10, 16, 17, 20, 26, 27, 30, 36-40, 46-50, 56-60, 66-70, 76-80, 86-90, 100 		Block C	Units 1-3, 11, 21, 31-35, 41-45, 51-57, 61-67, 71-100                    Block D     Units 71, 81, 91                   Block E      Unit 1                   Block F      Unit 1-10, 16-19, 26-29                   Block G      Unit 10 ","1546"
"9022","4997","A","04","TALISMAN PROJECT #2","GEPG","2","","","20090730","20090730","","94-A-04  Block L		Fractional Units 38, 48, 58, 68, 78, 88 94-A-04  Block L 		Units 39, 40, 49, 50, 59, 60, 69, 70, 79. 80, 89, 90, 100 94-A-05  Block D 		Units 10 94-B-01  Block I 		Units 12-15, 22-25, 31, 41, 51-55 61-65, 71-79, 81-89, 91-97 94-B-08  Block A 		Units 1-7, 16, 17, 26, 27 Twp 83 Rge 24 W6M	Section 30 Twp 83 Rge 25 W6M	Sections 4, 5, 7-9, 16-23, 25-36 Twp 83 Rge 26 W6M	Fractional East ? of Sections 13, 24, 25, 36 Twp 84 Rge 24 W6M	Sections 5-8, 18 Twp 84 Rge 25 W6M	Sections 1, 2.","1647"
"9022","5000","A","02","PROGRESS PROJECT #1","GEPG","4","","","20091214","20091214","","NTS 94-B-16   Block A   Units 52, 53, 62, 63, 72-75, 82-85, 92-97                      Block G   Units 31, 41, 51-53, 61-63, 71-75, 81-85, 91-99                      Block H   Units 2-7, 12-17, 22-27, 34-40, 44-50, 52-60, 62-70, 72-80, 82-90, 92-100                      Block I     Units 2-10, 18-20, 28-30, 40, 50                      Block J    Units 1-9, 11-19, 21-29, 31-50, 52-60, 62-70, 72-80, 82-90, 96-100                      Block K   Units 31, 41, 51-57, 61-67, 71-77, 81-87, 91-100                      Block L   Units 91-95  NTS 94-G-1    Block B   Units 6-10, 20, 30, 40, 50, 60, 70, 80, 90, 100                      Block C   Units 1-100                      Block D   Units 1-5, 11-15, 21-25, 31-35, 41-45, 51-57, 61-67, 71-77, 81-87, 91-97                      Block E   Units 1-7                      Block F   Units 1-10                      Block G   Unit 10 ","1639"
"4700","8200","A","04","CNRL PROJECT #2","GEPG","2","","","19980113","19980113","","94-P-1 Block A - Units 96-100            Block B - Units 78-80, 88-90, 91-100            Block C - Units 71-77, 81-87, 91-100            Block D - Units 91-95            Block E - Units 1-5, 11-15, 21-25, 31-35, 41-45            Block F - Units 1-33, 36-43, 46-51, 61, 71, 81            Block G - Units 1-50, 58-60, 68-70, 80, 90            Block H - Units 6-10, 16-20, 26-30, 40, and 50. ","0284"
"6490","2700","A","02","CNRL PROJECT","GEPG","","","","20050308","20050308","","Twp 88 Rge 14 W6M - fractional section 32 94-A-9 Block J - fractional units 16, 17 and units 26, 27. ","1186"
"5160","4990","B","02","ANDERSON PROJECT","GEPG","","","","19971020","19971020","","94-H-15 Block J - Units 80, 90, 100             Block K - Units 71 - 79, 81 - 89, 91 - 99 94-I-2 Block B - Units 10, 20, 30             Block C - Units 1 - 9, 11 - 30, 36 - 40, 46 - 50, 58 - 60, 68 - 70, 78 - 80, 88 - 90             Block D - Units 11 - 15, 21 - 25, 31 - 37, 41 - 47, 51 - 90, 98 - 100             Block E - Units 8 - 10 94-I-3 Block A - Units 51, 61, 71 - 73, 81 -83, 91 - 93             Block H - units 1 - 3.","0277"
"6480","1725"," ","03","BP EXPERIMENTAL CBM PROJ #2","EXP","","","","20020131","20020131","20021120","93-I-9 Block E - Units 14-17, 24-27, 34-39, 44-49, 56-60, 66-70 93-I-10 Block H - Units 51, 61, 72, 73, 82, 83, 92-95               Block I - Units 2-5, 12-19, 22-29, 32-39, 42-49, 52-55, 62-65, 76, 77, 86, 87 94-97 93-I-15 Block A - Units 4-7.","0407"
"1400","4800","B","05","PROGRESS PROJECT","GEPG","","","","20040319","20040319","20080421","94-A-13  Block E - Units 40 and 50 94-B-16  Block H - Units 31 and 41.","1113"
"3340","2000"," ","02","ENCANA PROJECT","GEPG","","","","20060714","20060714","","93-P-1: Block J - units 96 and 97 93-P-8: Block B - units 6,7, 14-17, and 24-27.","1297"
"7750","5000","A","04","CREW PROJECT #2","GEPG","1","","","20080530","20080530","20090409","Twp 82 Rge 19 W6M - Sect 6, 7, 18, 31, 33 Twp 82 Rge 20 W6M - Sect 12, 13, 24, 26, 28, 33-35 Twp 83 Rge 19 W6M - Sect 3, 6-9 Twp 83 Rge 20 W6M - Sect 1 and 2.","1419"
"6430","2850","A","02","BP EXPERIMENTAL TIGHT GAS","EXP","","","","20010823","20010823","","93-P-8 Block C - Units 78-80, 88-90, 96-100               Block D - Units 71-73, 81-83, 91-93               Block E - Units 1-3, 11-19, 21-29, 32, 33, 42, 43               Block F - Units 6-10, 16-20, 26-30.","0393"
"9021","5000","A","60","SHELL PROJECT (GROUNDBIRCH)","GEPG","","","","20120524","20120524","","DLS Twp 78 Rge 21 W6M    Sections 11-13 and 23.","1682"
"8240","2400","A","02","CNRL PROJECT","GEPG","","","60","20031008","20031008","20050216","94-H-1 Block L - Units 94 and 95 94-H-8 Block D - Units 4 and 5.","1070"
"8120","4900","A","03","TERRA PROJECT #2","GEPG","","","","","20091217","","Twp 80 Rge 17 W6M	- Sections 4, 9.","1520"
"7770","8200","A","05","STORM PROJECT #3","GEPG","","","","20090818","20090818","","94-I-11	Block L units 20, 30 94-I-12	Block I units 11, 21 ",""
"7300","7400","C","02","HUSKY EXP PROJECT","EXP","","","","20100129","20090326","20170831","94-G-6  Block H - units 31, 41, 51, 61, 71, 81, 91             Block I - units 1, 11-13, 21-23, 31-35, 41-45, 52-55, 62-65, 74, 75, 84, 85 94-G-7  Block E - units 40, 50, 60, 70, 80, 90, 100             Block L - units 10, 20, 30, 40 and 50.","1473"
"6400","5000","A","04","STORM PROJECT #1","GEPG","","","","20130513","20130513","20131010","IN THE MATTER of an application from Storm Resources Ltd. to the Commission dated April 17, 2013 for Other Than Normal Spacing.  ORDER 13-06-006-OTN  1	Under Section 65.1(2)  of the Petroleum and Natural Gas Act, Other Than Normal Spacing is approved within the Umbach field Montney formation within the following area; NTS 94-H-3	Block D -	Units 80, 90, 98, 99 			Block E -	Units 8, 9  NTS 94-H-4	Block A -	Units 71, 81.  2	Under section 65.1(3) of the Petroleum and Natural Gas Act, I specify the following: a)	the target area for a gas well completed within the project area is not nearer than 150 m to the sides of the Other Than Normal Spacing area, b)	a gas well completed outside the specified target area may be subject to an off-target production penalty,   c)	gas wells drilled within the specified project area are not subject to spacing requirements.   October 10, 2013 - This GEP approval was terminated.  There area was added to approval 13-06-004 Amendment #1.","1697"
